Unnamed: 0,0,1,2,3
0,0.8876404494382022,0.9117647058823528,0.9118136439267888,0.0
1,0.8876404494382022,0.9117647058823528,0.9168053244592346,0.0016891891891891
2,0.8876404494382022,0.9117647058823528,0.9217970049916806,0.0033783783783783
3,0.8876404494382022,0.9117647058823528,0.9259567387687188,0.0135135135135135
4,0.8876404494382022,0.9117647058823528,0.9301164725457572,0.0202702702702702
5,0.898876404494382,0.9117647058823528,0.935108153078203,0.027027027027027
6,0.898876404494382,0.9117647058823528,0.9384359400998336,0.0439189189189189
7,0.898876404494382,0.9117647058823528,0.942595673876872,0.0675675675675675
8,0.898876404494382,0.9117647058823528,0.9467554076539102,0.0777027027027027
9,0.9101123595505618,0.9117647058823528,0.9500831946755408,0.0878378378378378
10,0.9101123595505618,0.9117647058823528,0.9534109816971716,0.1013513513513513
11,0.9213483146067416,0.9117647058823528,0.9600665557404324,0.1216216216216216
12,0.9325842696629212,0.9117647058823528,0.9608985024958404,0.1621621621621621
13,0.9325842696629212,0.9117647058823528,0.961730449251248,0.1722972972972973
14,0.9325842696629212,0.9117647058823528,0.9650582362728786,0.1824324324324324
15,0.9325842696629212,0.9117647058823528,0.9683860232945092,0.2027027027027027
16,0.9438202247191012,0.9117647058823528,0.9717138103161398,0.222972972972973
17,0.9550561797752808,0.9117647058823528,0.9733777038269552,0.2601351351351351
18,0.9550561797752808,0.9117647058823528,0.9750415973377704,0.2719594594594594
19,0.9775280898876404,0.9117647058823528,0.978369384359401,0.2837837837837837
20,0.9775280898876404,0.9117647058823528,0.9800332778702164,0.3006756756756756
21,0.9775280898876404,0.9117647058823528,0.9833610648918468,0.3175675675675675
22,0.9775280898876404,0.9117647058823528,0.9841930116472546,0.3344594594594595
23,0.9887640449438202,0.9117647058823528,0.9850249584026622,0.3513513513513513
24,0.9887640449438202,0.9117647058823528,0.9866888519134775,0.3682432432432432
25,0.9887640449438202,0.9117647058823528,0.9883527454242927,0.3851351351351351
26,0.9887640449438202,0.9117647058823528,0.9900166389351084,0.4155405405405405
27,0.9775280898876404,0.9117647058823528,0.9916805324459236,0.4239864864864864
28,0.9775280898876404,0.9117647058823528,0.9933444259567388,0.4324324324324324
29,0.9775280898876404,0.9117647058823528,0.9950083194675542,0.445945945945946
30,0.9775280898876404,0.9117647058823528,0.9958402662229618,0.4594594594594595
31,0.9662921348314608,0.9117647058823528,0.9966722129783696,0.4898648648648648
32,0.9662921348314608,0.9117647058823528,0.9966722129783696,0.4966216216216216
33,0.9662921348314608,0.9117647058823528,0.9983361064891848,0.5033783783783784
34,0.9550561797752808,0.9117647058823528,0.9983361064891848,0.5168918918918919
35,0.9662921348314608,0.9117647058823528,0.9991680532445923,0.5304054054054055
36,0.9662921348314608,0.9117647058823528,1.0,0.5540540540540541
37,0.9662921348314608,0.9117647058823528,1.0,0.5608108108108107
38,0.9775280898876404,0.9117647058823528,1.0,0.5675675675675675
39,0.9887640449438202,0.9117647058823528,1.0,0.581081081081081
40,1.0,0.9117647058823528,1.0,0.6013513513513513
41,1.0,0.9117647058823528,1.0,0.6081081081081081
42,1.0,0.9117647058823528,1.0,0.6148648648648649
43,1.0,0.9117647058823528,1.0,0.625
44,1.0,0.9117647058823528,1.0,0.6351351351351351
45,1.0,0.9117647058823528,1.0,0.6486486486486487
46,0.9775280898876404,0.9117647058823528,1.0,0.6587837837837838
47,0.9662921348314608,0.9117647058823528,1.0,0.668918918918919
48,0.9662921348314608,0.9117647058823528,1.0,0.679054054054054
49,0.9438202247191012,0.9117647058823528,1.0,0.6959459459459459
50,0.9325842696629212,0.9117647058823528,1.0,0.7010135135135136
51,0.9213483146067416,0.9117647058823528,1.0,0.706081081081081
52,0.9213483146067416,0.9117647058823528,1.0,0.7162162162162162
53,0.9213483146067416,0.9117647058823528,1.0,0.722972972972973
54,0.9213483146067416,0.915032679738562,1.0,0.7398648648648648
55,0.9213483146067416,0.9183006535947712,1.0,0.7449324324324325
56,0.9213483146067416,0.9215686274509804,1.0,0.7500000000000001
57,0.9213483146067416,0.9248366013071896,1.0,0.7567567567567568
58,0.9213483146067416,0.9281045751633988,1.0,0.7668918918918919
59,0.9101123595505618,0.931372549019608,1.0,0.7736486486486487
60,0.9101123595505618,0.9346405228758168,1.0,0.7871621621621622
61,0.9101123595505618,0.937908496732026,1.0,0.7972972972972973
62,0.8876404494382022,0.9411764705882352,1.0,0.8006756756756758
63,0.8876404494382022,0.9444444444444444,1.0,0.8040540540540541
64,0.8764044943820225,0.9477124183006536,1.0,0.8108108108108107
65,0.8651685393258427,0.9509803921568628,1.0,0.8175675675675675
66,0.8539325842696629,0.9542483660130718,1.0,0.8277027027027027
67,0.8426966292134831,0.9575163398692812,1.0,0.8327702702702703
68,0.8314606741573034,0.9607843137254902,1.0,0.8378378378378378
69,0.8314606741573034,0.9640522875816993,1.0,0.8412162162162163
70,0.8202247191011236,0.9673202614379084,1.0,0.8479729729729729
71,0.8202247191011236,0.9705882352941176,1.0,0.8581081081081081
72,0.8089887640449438,0.9738562091503268,1.0,0.8614864864864864
73,0.797752808988764,0.977124183006536,1.0,0.8648648648648649
74,0.7752808988764045,0.9803921568627452,1.0,0.8682432432432432
75,0.7752808988764045,0.9836601307189542,1.0,0.875
76,0.7640449438202247,0.9869281045751634,1.0,0.8851351351351352
77,0.7528089887640449,0.9901960784313726,1.0,0.8868243243243243
78,0.7528089887640449,0.9934640522875816,1.0,0.8885135135135135
79,0.7528089887640449,0.9967320261437908,1.0,0.891891891891892
80,0.7528089887640449,1.0,1.0,0.902027027027027
81,0.7415730337078652,1.0,1.0,0.903716216216216
82,0.7415730337078652,1.0,1.0,0.9054054054054056
83,0.7415730337078652,1.0,1.0,0.9087837837837838
84,0.7415730337078652,1.0,1.0,0.9155405405405406
85,0.7528089887640449,1.0,1.0,0.9222972972972971
86,0.7528089887640449,1.0,1.0,0.9256756756756758
87,0.7528089887640449,1.0,1.0,0.9273648648648648
88,0.7528089887640449,1.0,1.0,0.929054054054054
